numero,data_pedido,hora_pedido,cliente,endereco,telefone,tipo_entrega,valor_pizza,valor_borda,valor_refrigerante,valor_entrega,valor_total,hora_entrega,tempo
1685,2012-01-26,23:09:00,"Cliente 1685","Endereco 1685",00-000-1684,Entrega,19,0,0,2.5,19,23:50:00,00:41:00
1686,2012-01-27,19:50:00,"Cliente 1686","Endereco 1686",00-000-1685,Buscar,36,0,4.5,0,40.5,20:30:00,00:40:00
1687,2012-01-27,19:54:00,"Cliente 1687","Endereco 1687",00-000-1686,Entrega,36,0,0,2.5,36,20:27:00,00:33:00
1688,2012-01-27,19:56:00,"Cliente 1688","Endereco 1688",00-000-1687,Buscar,30,0,0,0,30,20:40:00,00:44:00
1689,2012-01-27,20:05:00,"Cliente 1689","Endereco 1689",00-000-1688,Buscar,36,0,0,0,36,20:49:00,00:44:00
1690,2012-01-27,20:06:00,"Cliente 1690","Endereco 1690",00-000-1689,Buscar,27,3,0,0,30,20:57:00,00:51:00
1691,2012-01-27,20:15:00,"Cliente 1691","Endereco 1691",00-000-1690,Buscar,20,0,0,0,20,21:00:00,00:45:00
1692,2012-01-27,20:10:00,"Cliente 1692","Endereco 1692",00-000-1691,Entrega,28,3,0,2.5,33.5,20:44:00,00:34:00
1693,2012-01-27,20:23:00,"Cliente 1693","Endereco 1693",00-000-1692,Buscar,30,0,4,0,34,21:00:00,00:37:00
1694,2012-01-27,20:28:00,"Cliente 1694","Endereco 1694",00-000-1693,Entrega,22,0,0,2.5,24.5,21:15:00,00:47:00
1695,2012-01-27,20:31:00,"Cliente 1695","Endereco 1695",00-000-1694,Entrega,26,0,0,2.5,28.5,21:10:00,00:39:00
1696,2012-01-27,20:33:00,"Cliente 1696","Endereco 1696",00-000-1695,Buscar,32,0,0,0,32,21:20:00,00:47:00
1697,2012-01-27,20:35:00,"Cliente 1697","Endereco 1697",00-000-1696,Entrega,27,0,0,2.5,27,21:28:00,00:53:00
1698,2012-01-27,21:03:00,"Cliente 1698","Endereco 1698",00-000-1697,buscar,19.5,0,0,0,19.5,21:40:00,00:37:00
1699,2012-01-27,21:06:00,"Cliente 1699","Endereco 1699",00-000-1698,Buscar,26,0,0,0,26,21:45:00,00:39:00
1700,2012-01-27,21:07:00,"Cliente 1700","Endereco 1700",00-000-1699,Entrega,36,0,0,2.5,36,22:00:00,00:53:00
1701,2012-01-27,21:13:00,"Cliente 1701","Endereco 1701",00-000-1700,Buscar,36,0,0,0,36,22:00:00,00:47:00
1702,2012-01-27,21:15:00,"Cliente 1702","Endereco 1702",00-000-1701,Entrega,23,0,0,2.5,25.5,21:48:00,00:33:00
1703,2012-01-27,21:22:00,"Cliente 1703","Endereco 1703",00-000-1702,Buscar,36,3,0,0,39,22:10:00,00:48:00
1704,2012-01-27,21:33:00,"Cliente 1704","Endereco 1704",00-000-1703,Entrega,27,0,5,2.5,32,22:12:00,00:39:00
1705,2012-01-27,21:46:00,"Cliente 1705","Endereco 1705",00-000-1704,Buscar,24,0,0,0,24,22:40:00,00:54:00
1706,2012-01-27,21:53:00,"Cliente 1706","Endereco 1706",00-000-1705,Entrega,27,3,0,2.5,30,22:39:00,00:46:00
1707,2012-01-27,21:54:00,"Cliente 1707","Endereco 1707",00-000-1706,Buscar,32,0,0,0,32,22:40:00,00:46:00
1708,2012-01-27,22:02:00,"Cliente 1708","Endereco 1708",00-000-1707,Entrega,18,0,0,2.5,20.5,22:50:00,00:48:00
1709,2012-01-27,22:14:00,"Cliente 1709","Endereco 1709",00-000-1708,Entrega,22,0,4,2.5,28.5,23:00:00,00:46:00
1710,2012-01-27,22:58:00,"Cliente 1710","Endereco 1710",00-000-1709,Entrega,23,0,0,2.5,25.5,23:40:00,00:42:00
1711,2012-01-27,23:07:00,"Cliente 1711","Endereco 1711",00-000-1710,Entrega,36,0,0,2.5,38.5,23:40:00,00:33:00
1712,2012-01-27,23:12:00,"Cliente 1712","Endereco 1712",00-000-1711,Buscar,22,0,0,0,22,23:50:00,00:38:00
1713,2012-01-27,23:14:00,"Cliente 1713","Endereco 1713",00-000-1712,Buscar,36,3,5,0,44,23:59:00,00:45:00
1714,2012-01-28,18:00:00,"Cliente 1714","Endereco 1714",00-000-1713,Buscar,23,0,0,0,23,18:50:00,00:50:00
1715,2012-01-28,18:20:00,"Cliente 1715","Endereco 1715",00-000-1714,Entrega,36,0,0,2.5,36,19:10:00,00:50:00
1716,2012-01-28,18:25:00,"Cliente 1716","Endereco 1716",00-000-1715,Entrega,32,0,0,2.5,34.5,19:10:00,00:45:00
1717,2012-01-28,18:34:00,"Cliente 1717","Endereco 1717",00-000-1716,Entrega,21,0,0,2.5,23.5,19:15:00,00:41:00
1718,2012-01-28,18:47:00,"Cliente 1718","Endereco 1718",00-000-1717,Buscar,32,0,0,0,32,19:40:00,00:53:00
1719,2012-01-28,18:54:00,"Cliente 1719","Endereco 1719",00-000-1718,Entrega,30,0,0,2.5,32.5,19:35:00,00:41:00
1720,2012-01-28,19:01:00,"Cliente 1720","Endereco 1720",00-000-1719,Buscar,28,0,0,0,28,19:50:00,00:49:00
1721,2012-01-28,19:10:00,"Cliente 1721","Endereco 1721",00-000-1720,Entrega,25,3,0,2.5,28,19:51:00,00:41:00
1722,2012-01-28,19:37:00,"Cliente 1722","Endereco 1722",00-000-1721,Entrega,31,0,4.5,2.5,38,20:25:00,00:48:00
1723,2012-01-28,19:44:00,"Cliente 1723","Endereco 1723",00-000-1722,Buscar,22,0,5,0,27,20:30:00,00:46:00
1724,2012-01-28,19:51:00,"Cliente 1724","Endereco 1724",00-000-1723,Entrega,26,0,0,2.5,28.5,20:30:00,00:39:00
1725,2012-01-28,19:56:00,"Cliente 1725","Endereco 1725",00-000-1724,Entrega,30,0,0,2.5,32.5,20:40:00,00:44:00
1726,2012-01-28,19:58:00,"Cliente 1726","Endereco 1726",00-000-1725,Buscar,20.8,0,0,0,20.8,20:40:00,00:42:00
1727,2012-01-28,20:00:00,"Cliente 1727","Endereco 1727",00-000-1726,Buscar,21,0,0,0,21,20:42:00,00:42:00
1728,2012-01-28,20:11:00,"Cliente 1728","Endereco 1728",00-000-1727,Buscar,30,0,0,0,30,20:55:00,00:44:00
1729,2012-01-28,20:13:00,"Cliente 1729","Endereco 1729",00-000-1728,Entrega,36,0,0,2.5,36,20:55:00,00:42:00
1730,2012-01-28,20:19:00,"Cliente 1730","Endereco 1730",00-000-1729,Buscar,28,2.5,0,0,30.5,20:55:00,00:36:00
1731,2012-01-28,20:27:00,"Cliente 1731","Endereco 1731",00-000-1730,Buscar,22,3,0,0,25,21:10:00,00:43:00
1732,2012-01-28,20:29:00,"Cliente 1732","Endereco 1732",00-000-1731,Buscar,36,0,0,0,36,21:20:00,00:51:00
1733,2012-01-28,20:37:00,"Cliente 1733","Endereco 1733",00-000-1732,Entrega,20,0,4.5,2.5,27,21:07:00,00:30:00
1734,2012-01-28,20:40:00,"Cliente 1734","Endereco 1734",00-000-1733,Entrega,36,0,0,2.5,36,21:33:00,00:53:00
1735,2012-01-28,20:40:00,"Cliente 1735","Endereco 1735",00-000-1734,Entrega,32,0,0,2.5,34.5,21:35:00,00:55:00
1736,2012-01-28,20:46:00,"Cliente 1736","Endereco 1736",00-000-1735,Entrega,36,0,0,2.5,38.5,21:41:00,00:55:00
1737,2012-01-28,21:15:00,"Cliente 1737","Endereco 1737",00-000-1736,Entrega,32,0,0,2.5,32,21:40:00,00:25:00
1738,2012-01-28,21:19:00,"Cliente 1738","Endereco 1738",00-000-1737,Entrega,26,0,0,2.5,28.5,22:00:00,00:41:00
1739,2012-01-28,21:25:00,"Cliente 1739","Endereco 1739",00-000-1738,Buscar,33,0,0,0,33,22:00:00,00:35:00
1740,2012-01-28,21:28:00,"Cliente 1740","Endereco 1740",00-000-1739,Entrega,28.75,0,4.5,2.5,35.75,22:10:00,00:42:00
1741,2012-01-28,21:35:00,"Cliente 1741","Endereco 1741",00-000-1740,Entrega,21.5,0,4.5,2.5,28.5,22:12:00,00:37:00
1742,2012-01-28,21:37:00,"Cliente 1742","Endereco 1742",00-000-1741,Buscar,28,3,0,0,31,22:20:00,00:43:00
1743,2012-01-28,21:41:00,"Cliente 1743","Endereco 1743",00-000-1742,Buscar,22,0,0,0,22,22:20:00,00:39:00
1744,2012-01-28,21:43:00,"Cliente 1744","Endereco 1744",00-000-1743,Entrega,23,0,0,2.5,25.5,22:30:00,00:47:00
1745,2012-01-28,22:11:00,"Cliente 1745","Endereco 1745",00-000-1744,Buscar,22.5,0,0,0,22.5,23:00:00,00:49:00
1746,2012-01-28,22:25:00,"Cliente 1746","Endereco 1746",00-000-1745,Buscar,28,2.5,0,0,30.5,23:10:00,00:45:00
1747,2012-01-28,22:30:00,"Cliente 1747","Endereco 1747",00-000-1746,Buscar,22,3,0,0,25,23:15:00,00:45:00
1748,2012-01-28,22:35:00,"Cliente 1748","Endereco 1748",00-000-1747,buscar,30,0,5,0,35,23:00:00,00:25:00
1749,2012-01-29,18:00:00,"Cliente 1749","Endereco 1749",00-000-1748,Entrega,32,2.5,0,2.5,37,18:50:00,00:50:00
1750,2012-01-29,18:08:00,"Cliente 1750","Endereco 1750",00-000-1749,Entrega,27,0,0,2.5,27,18:53:00,00:45:00
1751,2012-01-29,19:27:00,"Cliente 1751","Endereco 1751",00-000-1750,Entrega,27,0,0,2.5,27,19:58:00,00:31:00
1752,2012-01-29,19:50:00,"Cliente 1752","Endereco 1752",00-000-1751,Entrega,38,0,0,3,41,20:20:00,00:30:00
1753,2012-01-29,19:55:00,"Cliente 1753","Endereco 1753",00-000-1752,Entrega,23,0,0,2.5,25.5,20:40:00,00:45:00
1754,2012-01-29,20:08:00,"Cliente 1754","Endereco 1754",00-000-1753,Buscar,20,0,0,0,20,20:55:00,00:47:00
1755,2012-01-29,20:13:00,"Cliente 1755","Endereco 1755",00-000-1754,Entrega,30,0,4.5,2.5,37,21:00:00,00:47:00
1756,2012-01-29,20:34:00,"Cliente 1756","Endereco 1756",00-000-1755,Entrega,27,0,0,2.5,27,21:07:00,00:33:00
1757,2012-01-29,20:38:00,"Cliente 1757","Endereco 1757",00-000-1756,Entrega,27,0,0,2.5,27,21:07:00,00:29:00
1758,2012-01-29,20:39:00,"Cliente 1758","Endereco 1758",00-000-1757,Entrega,27,0,0,2.5,27,21:34:00,00:55:00
1759,2012-01-29,21:00:00,"Cliente 1759","Endereco 1759",00-000-1758,Entrega,32,0,4.5,2.5,39,21:40:00,00:40:00
1760,2012-01-29,21:13:00,"Cliente 1760","Endereco 1760",00-000-1759,Entrega,24,0,0,2.5,24,22:00:00,00:47:00
1761,2012-01-29,21:11:00,"Cliente 1761","Endereco 1761",00-000-1760,Buscar,23,0,0,0,23,21:45:00,00:34:00
1762,2012-01-29,21:25:00,"Cliente 1762","Endereco 1762",00-000-1761,Buscar,23,0,0,0,23,22:20:00,00:55:00
1763,2012-01-29,21:30:00,"Cliente 1763","Endereco 1763",00-000-1762,Entrega,36,0,0,2.5,36,22:12:00,00:42:00
1764,2012-01-29,21:33:00,"Cliente 1764","Endereco 1764",00-000-1763,Entrega,34,0,0,2.5,34,22:14:00,00:41:00
1765,2012-01-29,21:57:00,"Cliente 1765","Endereco 1765",00-000-1764,Entrega,27,3,0,2.5,30,22:34:00,00:37:00
1766,2012-01-29,22:44:00,"Cliente 1766","Endereco 1766",00-000-1765,Entrega,28,3,4.5,2.5,38,23:30:00,00:46:00
1767,2012-01-29,22:52:00,"Cliente 1767","Endereco 1767",00-000-1766,Entrega,27,0,5,2.5,32,23:23:00,00:31:00
1768,2012-01-29,23:23:00,"Cliente 1768","Endereco 1768",00-000-1767,Entrega,36,3,0,2.5,39,23:55:00,00:32:00
1769,2012-01-31,23:25:00,"Cliente 1769","Endereco 1769",00-000-1768,Entrega,40,0,0,2.5,40,23:55:00,00:30:00
1770,2012-01-31,18:07:00,"Cliente 1770","Endereco 1770",00-000-1769,Buscar,36,0,0,0,36,18:49:00,00:42:00
1771,2012-01-31,18:27:00,"Cliente 1771","Endereco 1771",00-000-1770,Entrega,30,0,0,2.5,32.5,19:09:00,00:42:00
1772,2012-01-31,19:32:00,"Cliente 1772","Endereco 1772",00-000-1771,Entrega,32,0,0,2.5,34.5,20:20:00,00:48:00
1773,2012-01-31,20:04:00,"Cliente 1773","Endereco 1773",00-000-1772,Entrega,23,0,0,2.5,25.5,20:50:00,00:46:00
1774,2012-01-31,20:04:00,"Cliente 1774","Endereco 1774",00-000-1773,Entrega,36,0,4,2.5,42.5,20:50:00,00:46:00
1775,2012-01-31,20:23:00,"Cliente 1775","Endereco 1775",00-000-1774,Entrega,24,0,0,2.5,24,20:57:00,00:34:00
1776,2012-01-31,20:45:00,"Cliente 1776","Endereco 1776",00-000-1775,Entrega,20,2.5,0,2.5,25,21:30:00,00:45:00
1777,2012-01-31,21:11:00,"Cliente 1777","Endereco 1777",00-000-1776,Entrega,15,0,0,2.5,17.5,21:25:00,00:14:00
1778,2012-01-31,21:16:00,"Cliente 1778","Endereco 1778",00-000-1777,Buscar,20,2.5,0,0,22.5,22:06:00,00:50:00
1779,2012-01-31,21:16:00,"Cliente 1779","Endereco 1779",00-000-1778,Entrega,30,0,0,2.5,32.5,22:00:00,00:44:00
1780,2012-01-31,21:25:00,"Cliente 1780","Endereco 1780",00-000-1779,Entrega,32,2.5,0,2.5,37,22:02:00,00:37:00
1781,2012-01-31,21:43:00,"Cliente 1781","Endereco 1781",00-000-1780,Buscar,31,0,0,0,31,22:30:00,00:47:00
1782,2012-01-31,22:35:00,"Cliente 1782","Endereco 1782",00-000-1781,Entrega,36,0,0,2.5,36,23:15:00,00:40:00
1783,2012-01-31,22:46:00,"Cliente 1783","Endereco 1783",00-000-1782,Buscar,27,3,0,0,30,23:25:00,00:39:00
1784,2012-01-31,23:23:00,"Cliente 1784","Endereco 1784",00-000-1783,Entrega,25,3,0,2.5,28,23:51:00,00:28:00
1785,2012-02-01,19:23:00,"Cliente 1785","Endereco 1785",00-000-1784,Buscar,30,0,0,0,30,20:10:00,00:47:00
1786,2012-02-01,19:28:00,"Cliente 1786","Endereco 1786",00-000-1785,Entrega,35,0,0,2.5,35,20:14:00,00:46:00
1787,2012-02-01,19:42:00,"Cliente 1787","Endereco 1787",00-000-1786,Entrega,36,3,0,2.5,39,20:22:00,00:40:00
1788,2012-02-01,20:04:00,"Cliente 1788","Endereco 1788",00-000-1787,Entrega,36,0,0,2.5,36,20:54:00,00:50:00
1789,2012-02-01,20:10:00,"Cliente 1789","Endereco 1789",00-000-1788,Buscar,23,0,0,0,23,20:40:00,00:30:00
1790,2012-02-01,20:10:00,"Cliente 1790","Endereco 1790",00-000-1789,Buscar,21,0,0,0,21,21:03:00,00:53:00
1791,2012-02-01,20:19:00,"Cliente 1791","Endereco 1791",00-000-1790,Buscar,30,0,0,0,30,20:55:00,00:36:00
1792,2012-02-01,20:44:00,"Cliente 1792","Endereco 1792",00-000-1791,Entrega,38,0,0,2.5,40.5,21:30:00,00:46:00
1793,2012-02-01,21:41:00,"Cliente 1793","Endereco 1793",00-000-1792,Entrega,27,0,0,2.5,27,22:08:00,00:27:00
1794,2012-02-01,21:47:00,"Cliente 1794","Endereco 1794",00-000-1793,Entrega,36,0,5,2.5,41,22:23:00,00:36:00
1795,2012-02-01,21:47:00,"Cliente 1795","Endereco 1795",00-000-1794,Entrega,30,0,4.5,2.5,37,22:30:00,00:43:00
1796,2012-02-01,22:14:00,"Cliente 1796","Endereco 1796",00-000-1795,Entrega,30,0,0,2.5,32.5,23:00:00,00:46:00
1797,2012-02-02,19:54:00,"Cliente 1797","Endereco 1797",00-000-1796,Entrega,23,0,0,2.5,25.5,20:20:00,00:26:00
1798,2012-02-02,20:19:00,"Cliente 1798","Endereco 1798",00-000-1797,Buscar,27,0,0,0,27,21:00:00,00:41:00
1799,2012-02-02,20:19:00,"Cliente 1799","Endereco 1799",00-000-1798,Buscar,34,0,0,0,34,21:00:00,00:41:00
1800,2012-02-02,20:24:00,"Cliente 1800","Endereco 1800",00-000-1799,Buscar,20,0,0,0,20,21:10:00,00:46:00
1801,2012-02-02,20:36:00,"Cliente 1801","Endereco 1801",00-000-1800,Entrega,34,0,5,2.5,39,21:21:00,00:45:00
1802,2012-02-02,20:48:00,"Cliente 1802","Endereco 1802",00-000-1801,Buscar,28,0,0,0,28,21:30:00,00:42:00
1803,2012-02-02,21:24:00,"Cliente 1803","Endereco 1803",00-000-1802,Entrega,36,3,5,2.5,44,22:01:00,00:37:00
1804,2012-02-02,21:34:00,"Cliente 1804","Endereco 1804",00-000-1803,Buscar,50,0,0,0,50,22:13:00,00:39:00
1805,2012-02-02,22:12:00,"Cliente 1805","Endereco 1805",00-000-1804,Entrega,32,0,0,2.5,34.5,23:00:00,00:48:00
1806,2012-02-02,22:28:00,"Cliente 1806","Endereco 1806",00-000-1805,Entrega,36,3,0,2.5,41.5,23:10:00,00:42:00
1807,2012-02-02,22:57:00,"Cliente 1807","Endereco 1807",00-000-1806,Entrega,26,0,0,2.5,28.5,23:40:00,00:43:00
1808,2012-02-04,23:10:00,"Cliente 1808","Endereco 1808",00-000-1807,Entrega,28,3,0,2.5,33.5,23:55:00,00:45:00
1809,2012-02-04,19:03:00,"Cliente 1809","Endereco 1809",00-000-1808,Buscar,26,0,5,0,31,19:45:00,00:42:00
1810,2012-02-04,19:05:00,"Cliente 1810","Endereco 1810",00-000-1809,Buscar,22,0,4.5,0,26.5,19:50:00,00:45:00
1811,2012-02-04,19:20:00,"Cliente 1811","Endereco 1811",00-000-1810,Entrega,32,0,0,2.5,32,19:43:00,00:23:00
1812,2012-02-04,19:22:00,"Cliente 1812","Endereco 1812",00-000-1811,Buscar,26,0,0,0,26,20:00:00,00:38:00
1813,2012-02-04,19:37:00,"Cliente 1813","Endereco 1813",00-000-1812,Buscar,28,0,0,0,28,20:00:00,00:23:00
1814,2012-02-04,19:48:00,"Cliente 1814","Endereco 1814",00-000-1813,Entrega,27,3,0,2.5,30,20:24:00,00:36:00
1815,2012-02-04,19:52:00,"Cliente 1815","Endereco 1815",00-000-1814,Buscar,17,0,0,0,17,20:05:00,00:13:00
1816,2012-02-04,19:58:00,"Cliente 1816","Endereco 1816",00-000-1815,Entrega,36,0,0,2.5,36,20:47:00,00:49:00
1817,2012-02-04,20:00:00,"Cliente 1817","Endereco 1817",00-000-1816,Entrega,21,0,0,2.5,21,20:47:00,00:47:00
1818,2012-02-04,20:05:00,"Cliente 1818","Endereco 1818",00-000-1817,Buscar,36,0,0,0,36,20:55:00,00:50:00
1819,2012-02-04,20:17:00,"Cliente 1819","Endereco 1819",00-000-1818,Entrega,36,0,0,2.5,36,21:10:00,00:53:00
1820,2012-02-04,20:19:00,"Cliente 1820","Endereco 1820",00-000-1819,Entrega,22,0,0,2.5,24.5,21:00:00,00:41:00
1821,2012-02-04,20:22:00,"Cliente 1821","Endereco 1821",00-000-1820,Entrega,24,0,4,2.5,28,21:10:00,00:48:00
1822,2012-02-04,20:27:00,"Cliente 1822","Endereco 1822",00-000-1821,Entrega,28,0,4.5,2.5,35,21:00:00,00:33:00
1823,2012-02-04,20:33:00,"Cliente 1823","Endereco 1823",00-000-1822,Entrega,36,3,5,2.5,44,21:15:00,00:42:00
1824,2012-02-04,20:36:00,"Cliente 1824","Endereco 1824",00-000-1823,Entrega,36,0,0,2.5,36,21:27:00,00:51:00
1825,2012-02-04,20:38:00,"Cliente 1825","Endereco 1825",00-000-1824,Entrega,24,0,0,2.5,24,21:27:00,00:49:00
1826,2012-02-04,20:40:00,"Cliente 1826","Endereco 1826",00-000-1825,Entrega,26,0,0,2.5,28.5,21:20:00,00:40:00
1827,2012-02-04,20:45:00,"Cliente 1827","Endereco 1827",00-000-1826,Entrega,36,0,4.5,2.5,43,21:08:00,00:23:00
1828,2012-02-04,20:43:00,"Cliente 1828","Endereco 1828",00-000-1827,Buscar,38,3,0,0,41,21:32:00,00:49:00
1829,2012-02-04,20:57:00,"Cliente 1829","Endereco 1829",00-000-1828,Entrega,27,0,0,2.5,27,21:49:00,00:52:00
1830,2012-02-04,21:02:00,"Cliente 1830","Endereco 1830",00-000-1829,Buscar,22,0,0,0,22,21:45:00,00:43:00
1831,2012-02-04,21:02:00,"Cliente 1831","Endereco 1831",00-000-1830,Entrega,36,0,0,2.5,36,21:56:00,00:54:00
1832,2012-02-04,21:02:00,"Cliente 1832","Endereco 1832",00-000-1831,Entrega,20,0,0,2.5,22.5,21:55:00,00:53:00
1833,2012-02-04,21:05:00,"Cliente 1833","Endereco 1833",00-000-1832,Entrega,27,0,0,2.5,27,22:00:00,00:55:00
1834,2012-02-04,21:06:00,"Cliente 1834","Endereco 1834",00-000-1833,Entrega,32,0,0,2.5,32,22:00:00,00:54:00
1835,2012-02-04,21:08:00,"Cliente 1835","Endereco 1835",00-000-1834,Entrega,27,3,5,2.5,35,22:00:00,00:52:00
1836,2012-02-04,21:15:00,"Cliente 1836","Endereco 1836",00-000-1835,Entrega,36,3,0,2.5,39,22:10:00,00:55:00
1837,2012-02-04,21:20:00,"Cliente 1837","Endereco 1837",00-000-1836,Entrega,36,0,0,3,39,22:07:00,00:47:00
1838,2012-02-04,21:20:00,"Cliente 1838","Endereco 1838",00-000-1837,Buscar,28,0,0,0,28,22:00:00,00:40:00
1839,2012-02-04,21:37:00,"Cliente 1839","Endereco 1839",00-000-1838,Entrega,30,0,4.5,2.5,37,22:20:00,00:43:00
1840,2012-02-04,21:40:00,"Cliente 1840","Endereco 1840",00-000-1839,Entrega,23,0,4,2.5,29.5,22:30:00,00:50:00
1841,2012-02-04,21:50:00,"Cliente 1841","Endereco 1841",00-000-1840,Entrega,24,0,0,2.5,24,22:43:00,00:53:00
1842,2012-02-04,22:04:00,"Cliente 1842","Endereco 1842",00-000-1841,Buscar,30,0,0,0,30,22:40:00,00:36:00
1843,2012-02-04,22:13:00,"Cliente 1843","Endereco 1843",00-000-1842,Entrega,32,0,4,2.5,38.5,23:00:00,00:47:00
1844,2012-02-05,18:49:00,"Cliente 1844","Endereco 1844",00-000-1843,Entrega,32,0,0,2.5,32,19:31:00,00:42:00
1845,2012-02-05,18:55:00,"Cliente 1845","Endereco 1845",00-000-1844,Buscar,32,0,0,0,32,19:39:00,00:44:00
1846,2012-02-05,19:03:00,"Cliente 1846","Endereco 1846",00-000-1845,Entrega,36,0,4,2.5,40,19:56:00,00:53:00
1847,2012-02-05,19:10:00,"Cliente 1847","Endereco 1847",00-000-1846,Entrega,19,0,0,2.5,19,19:56:00,00:46:00
1848,2012-02-05,19:11:00,"Cliente 1848","Endereco 1848",00-000-1847,Buscar,32,0,0,0,32,20:00:00,00:49:00
1849,2012-02-05,19:17:00,"Cliente 1849","Endereco 1849",00-000-1848,Entrega,27,0,5,2.5,32,20:05:00,00:48:00
1850,2012-02-05,19:36:00,"Cliente 1850","Endereco 1850",00-000-1849,Entrega,36,0,0,2.5,36,20:15:00,00:39:00
1851,2012-02-05,19:36:00,"Cliente 1851","Endereco 1851",00-000-1850,Entrega,27,0,0,2.5,29.5,20:30:00,00:54:00
1852,2012-02-05,19:40:00,"Cliente 1852","Endereco 1852",00-000-1851,Entrega,36,0,0,2.5,36,20:32:00,00:52:00
1853,2012-02-05,20:06:00,"Cliente 1853","Endereco 1853",00-000-1852,Entrega,32,0,0,2.5,32,20:40:00,00:34:00
1854,2012-02-05,20:17:00,"Cliente 1854","Endereco 1854",00-000-1853,Buscar,26,2.5,0,0,28.5,20:55:00,00:38:00
1855,2012-02-05,20:20:00,"Cliente 1855","Endereco 1855",00-000-1854,Buscar,30,0,4.5,0,34.5,20:50:00,00:30:00
1856,2012-02-05,20:26:00,"Cliente 1856","Endereco 1856",00-000-1855,Entrega,36,0,4,2.5,40,21:20:00,00:54:00
1857,2012-02-05,20:37:00,"Cliente 1857","Endereco 1857",00-000-1856,Entrega,23,0,0,2.5,25.5,21:10:00,00:33:00
1858,2012-02-05,20:45:00,"Cliente 1858","Endereco 1858",00-000-1857,Entrega,28,0,0,2.5,30.5,21:35:00,00:50:00
1859,2012-02-05,20:51:00,"Cliente 1859","Endereco 1859",00-000-1858,Entrega,26,0,0,2.5,28.5,21:30:00,00:39:00
1860,2012-02-05,20:54:00,"Cliente 1860","Endereco 1860",00-000-1859,Entrega,30,0,0,2.5,32.5,21:40:00,00:46:00
1861,2012-02-05,20:56:00,"Cliente 1861","Endereco 1861",00-000-1860,Entrega,32,3,0,2.5,35,21:50:00,00:54:00
1862,2012-02-05,21:02:00,"Cliente 1862","Endereco 1862",00-000-1861,Entrega,24,0,0,2.5,24,21:50:00,00:48:00
1863,2012-02-05,21:10:00,"Cliente 1863","Endereco 1863",00-000-1862,Entrega,36,3,5,2.5,44,22:00:00,00:50:00
1864,2012-02-05,21:14:00,"Cliente 1864","Endereco 1864",00-000-1863,Entrega,36,0,4.5,2.5,43,21:43:00,00:29:00
1865,2012-02-05,21:16:00,"Cliente 1865","Endereco 1865",00-000-1864,Entrega,36,0,4.5,2.5,43,22:10:00,00:54:00
1866,2012-02-05,21:19:00,"Cliente 1866","Endereco 1866",00-000-1865,Buscar,28,3,0,0,31,22:00:00,00:41:00
1867,2012-02-05,21:22:00,"Cliente 1867","Endereco 1867",00-000-1866,Entrega,27,0,0,2.5,27,22:11:00,00:49:00
1868,2012-02-05,21:23:00,"Cliente 1868","Endereco 1868",00-000-1867,Entrega,27,0,0,2.5,27,22:10:00,00:47:00
1869,2012-02-05,21:45:00,"Cliente 1869","Endereco 1869",00-000-1868,Entrega,27,0,0,2.5,27,22:23:00,00:38:00
1870,2012-02-05,21:54:00,"Cliente 1870","Endereco 1870",00-000-1869,Entrega,18,0,0,2.5,20.5,22:30:00,00:36:00
1871,2012-02-05,22:06:00,"Cliente 1871","Endereco 1871",00-000-1870,Entrega,34,0,0,2.5,34,22:42:00,00:36:00
1872,2012-02-07,18:24:00,"Cliente 1872","Endereco 1872",00-000-1871,Entrega,27,0,0,2.5,27,19:09:00,00:45:00
1873,2012-02-07,19:05:00,"Cliente 1873","Endereco 1873",00-000-1872,Entrega,20,2.5,0,2.5,25,19:50:00,00:45:00
1874,2012-02-07,19:08:00,"Cliente 1874","Endereco 1874",00-000-1873,Buscar,25,0,5,0,30,19:39:00,00:31:00
1875,2012-02-07,20:23:00,"Cliente 1875","Endereco 1875",00-000-1874,Entrega,36,3,5,2.5,44,21:05:00,00:42:00
1876,2012-02-07,20:31:00,"Cliente 1876","Endereco 1876",00-000-1875,Entrega,36,3,0,2.5,39,21:20:00,00:49:00
1877,2012-02-07,20:50:00,"Cliente 1877","Endereco 1877",00-000-1876,Buscar,29,0,0,0,29,21:30:00,00:40:00
1878,2012-02-07,21:20:00,"Cliente 1878","Endereco 1878",00-000-1877,Buscar,26,0,0,0,26,22:00:00,00:40:00
1879,2012-02-07,21:20:00,"Cliente 1879","Endereco 1879",00-000-1878,Buscar,32,0,0,0,32,22:04:00,00:44:00
1880,2012-02-07,21:25:00,"Cliente 1880","Endereco 1880",00-000-1879,Entrega,33,3,2.5,2.5,41,22:20:00,00:55:00
1881,2012-02-07,21:46:00,"Cliente 1881","Endereco 1881",00-000-1880,Entrega,22,3,0,2.5,27.5,22:30:00,00:44:00
1882,2012-02-07,22:26:00,"Cliente 1882","Endereco 1882",00-000-1881,Entrega,26,0,0,2.5,28.5,23:10:00,00:44:00
1883,2012-02-07,22:34:00,"Cliente 1883","Endereco 1883",00-000-1882,Entrega,32,0,0,2.5,32,23:09:00,00:35:00
1884,2012-02-08,19:13:00,"Cliente 1884","Endereco 1884",00-000-1883,Entrega,27,0,0,2.5,27,19:54:00,00:41:00
1885,2012-02-08,19:13:00,"Cliente 1885","Endereco 1885",00-000-1884,Buscar,27,0,0,0,27,19:54:00,00:41:00
